"","Symbol","Price/Book Ratio","CurrentRatio","P.E.Ratio","Ask","BookPrice","Name","Market.Capitalization","Earnings.Share","Shares.Outstanding","date","cash","netReceivables","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","goodWill","intangibleAssets","otherAssets","deferredLongTermAssetCharges","totalAssets","otherCurrentLiab","otherLiab","minorityInterest","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","capitalSurplus","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","otherCurrentAssets","accountsPayable","deferredLongTermLiab","shortLongTermDebt","shortTermInvestments","inventory","longTermDebt","X.ticker."
"4000","AXH",NA,0.0433415566197456,NA,9.93,NA,"Industrial Human Capital, Inc.",NA,NA,NA,"2021-09-30",13440,NA,13440,NA,NA,NA,NA,9798703,NA,9812143,160095,NA,NA,310095,310095,288,-7809,NA,9509569,NA,9502048,9502048,NA,NA,9798703,NA,NA,NA,NA,"AXH"
"4001","AXL",-2.40403623027719,1.81618819776715,13.11008,9.87,-4.11183489536301,"American Axle & Manufacturing H",1127492992,0.754,114061000,"2021-09-30",500700000,762800000,1.822e+09,26700000,2113500000,184100000,717700000,778500000,126500000,5642500000,26600000,9.86e+08,NA,1003200000,5209700000,1300000,-267600000,-647400000,1346500000,-431100000,432800000,-4.69e+08,2e+06,6.05e+08,NA,2.8e+07,NA,417900000,3122900000,"AXL"
"4002","AXP",5.55501176778842,1.58660738401446,18.299383,176.02,31.535484833717,"American Express Company",135686717440,9.573,774556032,"2021-09-30",2.7072e+10,1.24652e+11,1.5273e+11,1.0889e+10,4.96e+09,NA,NA,1.5682e+10,NA,1.84261e+11,NA,2.909e+10,NA,9.6262e+10,1.59835e+11,1.56e+08,1.4832e+10,-2.963e+09,1.2401e+10,-2.963e+09,2.4426e+10,2.4426e+10,4.75e+08,9.3967e+10,NA,NA,3.69e+08,NA,3.4483e+10,"AXP"
"4003","AXR",1.13044083497105,19.3191978274493,9.780849,14.5,12.8312775936873,"AMREP Corporation",106414048,1.483,7336370,"2021-10-31",30327000,58000,92481000,NA,1408000,NA,NA,11020000,1165000,104909000,1804000,35000,NA,4787000,10774000,731000,52673000,-4490000,45221000,-4490000,94135000,94135000,NA,2117000,NA,NA,NA,61772000,5952000,"AXR"
"4004","AXS",1.06973730078295,0.596781538033384,12.428981,56.49,52.7606183071577,"Axis Capital Holdings Limited",4784610816,4.541,84773400,"2021-09-30",947542000,2981024000,11571079000,14454404000,107791000,100801000,756711000,944351000,NA,27935137000,4484371000,1776421000,NA,19389137000,22600082000,2206000,6044843000,-3598889000,2336895000,150122000,4785055000,4472697000,6113523000,14898069000,NA,NA,68267000,NA,1310650000,"AXS"
"4005","AXTA",-5.0390774114514,1.9691367695441,27.620832,33.15,-6.5775930360684,"Axalta Coating Systems Ltd.",7568694272,1.2,228351008,"2021-09-30",627700000,1089700000,2513800000,7e+05,1193500000,1619800000,1.323e+09,582200000,NA,7.233e+09,NA,660800000,46300000,1276600000,5745900000,251700000,7.74e+08,-1095600000,1510700000,-438300000,1440800000,-1.502e+09,29100000,622500000,NA,54100000,NA,677900000,3808500000,"AXTA"
"4006","AYI",17.3694775148774,2.30135212888377,22.427618,209.95,11.9966189010286,"Acuity Brands, Inc.",7296917504,9.291,35018200,"2021-11-30",5.04e+08,529300000,1599900000,NA,315700000,1.091e+09,561800000,37200000,1900000,3605600000,35200000,2.99e+08,NA,695200000,1532700000,5e+05,2893200000,-1825400000,1004600000,-108900000,2072900000,420100000,NA,409300000,NA,NA,NA,439700000,494500000,"AYI"
"4007","AYX",10.9221608583113,2.65275911268953,NA,59.21,6.02580984546929,"Alteryx, Inc.",3928515584,-1.801,59690400,"2021-09-30",184523000,120586000,767865000,413806000,166134000,36968000,12676000,76338000,NA,1473787000,117986000,13328000,NA,289459000,1064460000,7000,-152883000,-3245000,565448000,-3245000,409327000,359683000,26900000,12365000,25985000,76166000,411922000,NA,678701000,"AYX"
"4008","AZEK",28.9161375974477,3.12427306389996,73.796616,43.68,1.50573361915339,"The AZEK Company Inc.",6743301120,0.59,154876000,"2021-09-30",250536000,77316000,532398000,NA,459527000,951390000,242572000,1947000,NA,2187834000,7060000,56373000,NA,170407000,760670000,155000,-188227000,NA,1615236000,NA,1427164000,233202000,1446000,69474000,1200000,NA,NA,188888000,464715000,"AZEK"
"4009","AZO",-17.5790594806366,0.785018545621214,20.161745,2071.39,-117.638264257744,"AutoZone, Inc.",42671321088,102.569,20634400,"2021-11-20",961125000,379276000,6349146000,61166000,7575494000,302645000,NA,172498000,40164000,14460949000,186752000,1101864000,NA,8087893000,16585699000,231000,135406000,-3759944000,1499557000,-324327000,-2124750000,-2427395000,184967000,6171344000,NA,5e+08,55520000,4768258000,4771266000,"AZO"
"4010","AZRE",0.0315381404660049,0.78527965113331,NA,15.93,498.152385760336,"Azure Power Global Limited",759343808,-0.981,48332600,"2021-09-30",9.513e+09,5.745e+09,3.0973e+10,6e+06,1.24831e+11,NA,2.1e+07,4.525e+09,1.999e+09,1.60356e+11,4.146e+09,6.452e+09,2.23e+08,3.9442e+10,1.36035e+11,2e+06,-1.2408e+10,-1.559e+09,3.8063e+10,-1.559e+09,2.4098e+10,2.4077e+10,1.5346e+10,5.578e+09,1.38e+08,7.107e+09,NA,NA,8.6929e+10,"AZRE"
"4011","AZUL",-0.083553748328857,0.592132964114876,NA,14.15,-167.437135467296,"Azul S.A.",1611871872,-6.468,115216000,"2021-09-30",3633321000,1766639000,6771661000,878564000,6328366000,901417000,444086000,2453901000,NA,17777995000,4486430000,4017962000,NA,11436048000,35723929000,2290337000,-22171973000,1935702000,NA,1942294000,-17945934000,-19291437000,678760000,1783546000,NA,749912000,1180000,519557000,9646250000,"AZUL"
"4012","AZZ",34.3251130248069,7.67804077156516,16.797228,52.2,1.51798478902672,"AZZ Inc.",1286613120,3.102,24692700,"2021-09-30",2346949,NA,2436465,NA,43901324,NA,NA,720020,NA,47057809,NA,9215723,NA,317329,9574666,70291969,-36540565,2877530,854209,2877530,37483143,37483143,89516,301668,NA,NA,NA,NA,NA,"AZZ"
"4013","B",-26.0721530532017,2.18515327289989,26.948572,47.43,-1.80882646319278,"Barnes Group, Inc.",2387583488,1.75,50627300,"2021-09-30",93475000,297209000,672057000,NA,347541000,967481000,517324000,82186000,21153000,2586589000,29793000,257115000,NA,307556000,1193360000,643000,1567113000,-687884000,513357000,-164307000,1393229000,-91576000,17542000,124603000,NA,1969000,NA,238842000,621540000,"B"
"4014","BA",-5.23396919199714,1.36279161954507,NA,224.06,-42.7787007596923,"Boeing Company (The)",131587219456,-14.511,587699008,"2021-09-30",9.764e+09,1.2256e+10,1.16888e+11,9.63e+08,1.1113e+10,8.07e+09,2.631e+09,5.386e+09,7.4e+07,1.46846e+11,5.1329e+10,1.8299e+10,1.74e+08,8.5771e+10,1.61112e+11,5.061e+09,3.8551e+10,-6.6848e+10,8.796e+09,-1.4818e+10,-1.444e+10,-2.5141e+10,2.664e+09,1.0151e+10,NA,5.077e+09,1.0231e+10,8.1897e+10,5.5636e+10,"BA"
"4015","BABA",0.595993076663881,1.64503187981323,18.6864,132.84,222.452243223754,"Alibaba Group Holding Limited",359412432896,7.095,2710909952,"2021-09-30",2.72206e+11,NA,6.38047e+11,4.61374e+11,1.57066e+11,2.94888e+11,6.4888e+10,1.09411e+11,NA,1.725674e+12,1.0308e+11,7.5575e+10,1.35099e+11,3.87863e+11,6.27751e+11,1e+06,5.77829e+11,-2.3866e+10,4.0886e+11,-2.3059e+10,9.62824e+11,6.03048e+11,1.78842e+11,NA,NA,9.694e+09,1.86999e+11,NA,1.32907e+11,"BABA"
"4016","BAC",2.23698179413333,0.381505492347996,14.730539,49.39,21.9939202470188,"Bank of America Corporation",402656722944,3.34,8184079872,"2021-09-30",2.74254e+11,7.2798e+10,9.61865e+11,9.81532e+11,1.0684e+10,6.9023e+10,NA,1.062342e+12,NA,3.085446e+12,1.12217e+11,4.466e+09,NA,2.521235e+12,2.812982e+12,6.9612e+10,1.83007e+11,-3.596e+09,NA,-3.596e+09,2.49023e+11,1.8e+11,1.38474e+11,1.964804e+12,NA,2.047e+09,2.68116e+11,8.7e+07,2.76574e+11,"BAC"
"4017","BACA",-12.6153520664978,8.34846565036626,NA,9.72,-0.961130534351145,"Berenson Acquisition Corp. I",333558752,NA,27510000,"2021-09-30",719171,NA,1265043,NA,NA,NA,NA,250250786,NA,251515829,NA,277805000,NA,151530,277956530,719,-26441420,NA,NA,NA,-26440701,-26440701,NA,1530,NA,NA,NA,NA,NA,"BACA"
"4018","BAH",-6.99620902202277,1.68366794593135,20.228971,86.4,-12.3752735311471,"Booz Allen Hamilton Holding Cor",11592802304,4.28,133897000,"2021-09-30",788697000,1511579000,2419909000,NA,429364000,2022830000,682280000,471409000,NA,6025792000,331865000,506999000,NA,1437284000,4977694000,1636000,1902667000,-1457135000,600930000,-23999000,1048098000,-1657012000,NA,483807000,NA,83562000,NA,NA,2779308000,"BAH"
"4019","BAK",0.775443606385834,1.33233048531996,2.9998448,19.64,24.9599058361474,"Braskem SA",7703928320,6.452,398032992,"2021-09-30",12025888000,12827144000,43118871000,49962000,39025164000,2058874000,770427000,9411032000,7458839000,94434330000,10980101000,7746726000,-1629656000,32363495000,83299819000,8043222000,8946873000,-4225928000,NA,-4187731000,12764167000,9934866000,1945805000,10438072000,NA,8191808000,72228000,14365943000,41115783000,"BAK"
"4020","BALY",-15.3055517384268,8.28779344805156,24.151573,36.64,-2.35274099853946,"Bally's Corporation",1957625984,1.491,54363400,"2021-09-30",164259000,142158000,2242478000,NA,1279789000,444908000,996686000,5842000,NA,4969703000,28402000,320370000,3760000,270576000,3652252000,445000,-8328000,-47334000,1368908000,-47334000,1313691000,-127903000,1872564000,36976000,NA,5750000,NA,12048000,2556421000,"BALY"
"4021","BAM",-21.8373779439604,1.27819378261856,27.739212,59.31,-2.70820059515676,"Brookfield Asset Management Inc",92743344128,2.132,1568199936,"2021-09-30",1.1343e+10,1.7473e+10,3.9431e+10,5.8437e+10,2.11254e+11,1.6999e+10,2.6056e+10,1.3247e+10,3.493e+09,3.65424e+11,1.773e+09,4.453e+10,8.0618e+10,3.0849e+10,2.41853e+11,1.0522e+10,1.6817e+10,1.1158e+10,3.11e+08,1.1158e+10,3.8808e+10,-4.247e+09,3.474e+09,2.9076e+10,NA,NA,NA,7.141e+09,1.66474e+11,"BAM"
"4022","BAMR",1.32250471361502,64,2774.5454,61.08,117.484831770546,"Brookfield Asset Management Rei",1690161024,0.022,10878000,"2021-09-30",4.06e+08,2e+07,2.24e+09,2.441e+09,3e+06,NA,NA,1.86e+08,1.9e+07,4.87e+09,1.2e+07,3.557e+09,NA,3.5e+07,3.592e+09,1.251e+09,-6e+06,3.3e+07,NA,3.3e+07,1.278e+09,1.278e+09,1.814e+09,2.3e+07,NA,NA,NA,NA,NA,"BAMR"
"4023","BANC",1.87550205087521,0.0332370094687503,16.663744,21.32,11.4331939530396,"Banc of California, Inc.",1333324416,1.277,62180000,"2021-09-30",185840000,NA,223630000,1413263000,143065000,37144000,1787000,6459852000,40659000,8278741000,NA,10223000,NA,6728343000,7433938000,532000,147682000,-29879000,631512000,10948000,749847000,710916000,33122000,6543225000,NA,NA,NA,NA,662444000,"BANC"
"4024","BAP",0.51167090129595,0.392890508684018,14.566573,145.7,283.092119824941,"Credicorp Ltd.",11517892608,9.944,79516000,"2021-09-30",22830531000,6256778000,65313453000,39243712000,1911478000,826196000,1856020000,142391532000,1574116000,251542391000,3264899000,16285746000,512875000,166238307000,225836947000,1318993000,2496665000,21161840000,215071000,21369585000,25192569000,22510353000,25505903000,153543857000,1090914000,4738246000,1058286000,130087000,42786930000,"BAP"
"4025","BARK",3.03345105951973,3.68493174704763,NA,4.43,1.45873470147517,"BARK, Inc.",760710656,-0.956,171912000,"2021-09-30",272599000,10921000,420307000,NA,21482000,NA,3105000,4398000,NA,449292000,50560000,9617000,NA,114061000,195413000,1000,-198302000,NA,452180000,NA,253879000,250774000,2278000,23675000,NA,NA,NA,130317000,71735000,"BARK"
"4026","BAX",11.3605602866175,2.37343795408312,36.25,86.19,7.58149217315189,"Baxter International Inc.",43124686848,2.376,500692992,"2021-09-30",3.258e+09,2.178e+09,8.167e+09,1.08e+08,5.163e+09,3.098e+09,1.876e+09,1.395e+09,NA,1.9807e+10,4.7e+07,1.621e+09,4.5e+07,3.441e+09,1.0992e+10,6.83e+08,1.6967e+10,-1.5011e+10,6.131e+09,-3.482e+09,8.77e+09,3.796e+09,1.2e+07,9.99e+08,NA,2.09e+08,NA,2.025e+09,5.446e+09,"BAX"
"4027","BB",-48.5430802962963,2.27139364303178,NA,9.21,-0.188259564589932,"BlackBerry Limited",5242652672,-0.863,573676032,"2021-11-30",2.71e+08,1.64e+08,9.29e+08,3e+07,9.6e+07,8.45e+08,6.62e+08,3.7e+07,NA,2.599e+09,2.05e+08,4.5e+07,NA,4.09e+08,1.2e+09,2.857e+09,-1.438e+09,-2e+07,NA,-2e+07,1.399e+09,-1.08e+08,5.2e+07,2.6e+07,NA,NA,4.42e+08,NA,6.73e+08,"BB"
"4028","BBAI",-7.55548054629934,1.52840656901909,NA,4.9,-0.628682708053642,"BigBear.ai, Inc.",643938496,NA,135566000,"2021-09-30",10776000,24126000,41322000,NA,1213000,91636000,85317000,4727000,4135000,224215000,2600000,7000,NA,27036000,132490000,108321000,-16596000,NA,NA,NA,91725000,-85228000,4716000,9468000,NA,2600000,NA,NA,105447000,"BBAI"
"4029","BBAR",0.00461669341064817,0.50916745848244,5.5128207,3.24,698.55188032514,"Banco BBVA Argentina S.A.",658609472,0.585,204220000,"2021-09-30",52272059000,10705246000,347384550000,175392676000,44566497000,NA,2858312000,344003959000,667245000,914205994000,32282852000,37606137000,2886816000,682259921000,765802601000,612710000,83319565000,25445643000,36138659000,25445643000,145516577000,142658265000,149826640000,630776028000,NA,NA,108759644000,12449000,43100935000,"BBAR"
"4030","BBD",0.254053704046035,0.627871013494943,8.427586,3.68,14.4300199999125,"Banco Bradesco Sa",35521818624,0.435,9689530368,"2021-09-30",96064508000,91444267000,650139883000,500584672000,9062417000,2959007000,8943154000,495954131000,NA,1667643264000,98476768000,337961662000,686861000,1035467268000,1519350425000,8.31e+10,67221315000,-2726778000,11441000,-2060076000,147605978000,139820117000,160605507000,565363026000,1151579000,342163615000,NA,1216086000,145921495000,"BBD"
"4031","BBDC",0.975977412791478,8.119359933342,7.6754484,11.15,11.403337997829,"Barings BDC, Inc.",726929024,1.45,65316100,"2021-09-30",41385572,86435447,143906756,1652482920,NA,NA,NA,3144557,NA,1799534233,228700,59063,NA,17723904,1054712668,65316,-282950798,NA,1027707047,NA,744821565,744821565,14300006,2710698,3144557,NA,NA,NA,1036929701,"BBDC"
"4032","BBDO",0.234181045979242,0.627871013494943,7.0344825,3.1,14.4300199999125,"Banco Bradesco Sa",32743221248,0.435,9689530368,"2021-09-30",96064508000,91444267000,650139883000,500584672000,9062417000,2959007000,8943154000,495954131000,NA,1667643264000,98476768000,337961662000,686861000,1035467268000,1519350425000,8.31e+10,67221315000,-2726778000,11441000,-2060076000,147605978000,139820117000,160605507000,565363026000,1151579000,342163615000,NA,1216086000,145921495000,"BBDO"
"4033","BBL",3.35717685849038,1.62732426995062,14.830716,66.26,19.7025654814627,"BHP Group PlcSponsored",167278051328,4.46,2528960000,"2021-06-30",1.5246e+10,6.338e+09,2.6693e+10,3.2e+09,7.3813e+10,1.197e+09,2.4e+08,3.784e+09,1.912e+09,1.08927e+11,6.748e+09,1.7978e+10,4.341e+09,1.6403e+10,5.3322e+10,2.168e+09,4.6779e+10,1.799e+09,5.18e+08,1.832e+09,5.1264e+10,4.9827e+10,6.6e+08,7.027e+09,NA,1.739e+09,3e+06,4.426e+09,1.5934e+10,"BBL"
"4034","BBLN",-20.4129728667894,0.559453813760103,NA,6.55,-0.394601789384674,"Babylon Holdings Limited",2660218624,-0.242,330256992,"2021-09-30",37132000,31124000,83828000,11583000,13261000,30503000,102048000,NA,NA,241223000,22974000,84007000,-2774000,149839000,241762000,10000,-609658000,54310000,557569000,54310000,2231000,-130320000,3783000,22564000,NA,NA,NA,NA,NA,"BBLN"
"4035","BBU",-0.25510199103139,1.06621175764847,21.434465,47.16,-183.338440912096,"Brookfield Business Partners L.",3640815616,2.182,77845104,"2021-09-30",2.371e+09,5.201e+09,1.4219e+10,6.939e+09,1.2901e+10,5.599e+09,1.0859e+10,3.243e+09,9.1e+08,5.376e+10,2.954e+09,6.587e+09,8.912e+09,1.3336e+10,4.2662e+10,2.227e+09,8.7e+07,-1.28e+08,NA,-1.28e+08,2.186e+09,-1.4272e+10,4.01e+08,3.402e+09,NA,2.035e+09,1.449e+09,3.971e+09,2.0054e+10,"BBU"
"4036","BBVA",1.00210999606262,0.353521361220437,9.052559,6.59,6.53121948138147,"Banco Bilbao Vizcaya Argentaria",42758029312,0.723,6532930048,"2021-09-30",1.1165e+10,1.499e+09,1.78389e+11,1.13308e+11,7.074e+09,8.81e+08,1.39e+09,3.50792e+11,1.4429e+10,6.51834e+11,5.5264e+10,3.5139e+10,5.628e+09,5.04606e+11,6.01267e+11,3.267e+09,3.4025e+10,-1.5952e+10,2.3599e+10,-1.5877e+10,4.4939e+10,4.2668e+10,5.3994e+10,4.00952e+11,NA,NA,NA,1.046e+09,5.8993e+10,"BBVA"
"4037","BBW",3.59315464626494,1.4310190608029,9.62406,20.65,5.6997268462377,"Build-A-Bear Workshop, Inc.",334393344,2.128,16327800,"2021-10-30",48501000,11588000,134387000,NA,135109000,NA,NA,2502000,NA,271998000,21270000,2324000,NA,93910000,178934000,163000,30080000,-12495000,75316000,-12495000,93064000,93064000,9475000,25830000,NA,NA,NA,61912000,NA,"BBW"
"4038","BBWI",-6.09913146375051,2.0801393728223,10.17767,58.52,-9.5800527052672,"Bath & Body Works, Inc.",15058755584,5.741,257723008,"2021-10-30",1.441e+09,2.42e+08,2.985e+09,1.25e+08,2.04e+09,6.28e+08,1.65e+08,8.8e+07,6.2e+07,6.031e+09,1.24e+08,4.26e+08,1e+06,1.435e+09,7.706e+09,1.37e+08,-1.975e+09,-7.42e+08,9.04e+08,8e+07,-1.676e+09,-2.469e+09,1.53e+08,6.55e+08,NA,NA,NA,1.149e+09,4.852e+09,"BBWI"
"4039","BBY",8.05654604523107,1.13175958479826,9.879145,102.05,12.6828542509502,"Best Buy Co., Inc.",24580521984,10.343,240560992,"2021-10-30",3.465e+09,1.016e+09,1.352e+10,5.8e+07,4.944e+09,9.86e+08,2.41e+08,3.53e+08,NA,2.0102e+10,1.371e+09,5.53e+08,NA,1.1946e+10,1.5824e+10,2.4e+07,3.917e+09,3.37e+08,NA,3.37e+08,4.278e+09,3.051e+09,4.86e+08,8.405e+09,NA,NA,NA,8.553e+09,1.197e+09,"BBY"
"4040","BC",8.88751198786039,2.34179734139935,13.249263,99.56,11.1122214252864,"Brunswick Corporation",7613931520,7.454,77095296,"2021-10-02",1486400000,451100000,2.942e+09,41300000,1044600000,443800000,549200000,159700000,132700000,5180600000,119100000,219300000,NA,1256300000,3330900000,76900000,2644500000,-1.26e+09,388300000,-3.5e+07,1849700000,856700000,10900000,589800000,NA,43200000,8e+05,940500000,1787700000,"BC"
"4041","BCC",2.3302927764756,2.76739231323942,5.0667686,73.4,31.2621660378126,"Boise Cascade, L.L.C.",2865248768,14.378,39330800,"2021-09-30",786886000,490923000,1937991000,7e+05,551481000,60382000,15657000,22154000,6969000,2588365000,109000,50115000,NA,700295000,1282760000,447000,904133000,-139997000,541022000,-1088000,1305605000,1229566000,NA,413281000,NA,NA,NA,644370000,444619000,"BCC"
"4042","BCE",-10.0489750446764,0.942153923038481,20.293104,52.86,-5.27068661971831,"BCE, Inc.",48134590464,2.61,908800000,"2021-09-30",2.167e+09,3.908e+09,7.541e+09,8.31e+08,2.7825e+10,1.0578e+10,1.3367e+10,6.194e+09,1.24e+08,6.6336e+10,1.869e+09,7.753e+09,3.51e+08,8.004e+09,4.2827e+10,2.0646e+10,-2.962e+09,3.2e+08,1.151e+09,3.2e+08,1.9155e+10,-4.79e+09,7.56e+08,3.982e+09,3.73e+08,1.994e+09,NA,4.18e+08,2.707e+10,"BCE"
"4043","BCH",0.00240032682679811,0.376546480531897,10.45,18.99,7866.47012469537,"Banco De Chile Banco De Chile",9537064960,1.8,505084992,"2021-09-30",2.02267e+12,1.07915e+11,1.2698986e+13,2.744712e+12,3.26912e+11,NA,6.8401e+10,3.3379412e+13,3.87291e+11,4.9218423e+13,9.11151e+11,9.19756e+11,2e+06,3.3724883e+13,4.5176784e+13,2.418833e+12,1.609939e+12,1.2865e+10,NA,1.2865e+10,4.041637e+12,3.973236e+12,1.690608e+12,2.6814007e+13,NA,2.416107e+12,2.929052e+12,1.0149e+10,1.0458388e+13,"BCH"
"4044","BCO",-1.95053406479386,1.3980056980057,44.79751,71.84,-36.8616999633804,"Brinks Company (The)",3534172672,1.605,49154000,"2021-09-30",700800000,734700000,1962800000,NA,1.149e+09,1426600000,506700000,507800000,301100000,5552900000,329400000,9.4e+08,127600000,1.404e+09,5303900000,49100000,396200000,-1014600000,690700000,-1014600000,121400000,-1811900000,338200000,186800000,NA,146100000,NA,NA,2544700000,"BCO"
"4045","BCS",0.83174275699422,0.810432698399744,7.056925,12.08,14.45759515471,"Barclays PLC",50362023936,1.704,4188110080,"2021-09-30",2.27641e+11,2.12e+08,7.54696e+11,2.76167e+11,NA,NA,8.147e+09,3.67503e+11,4.189e+09,1.406513e+12,1.68593e+11,1.1917e+10,1.064e+09,9.31226e+11,1.336752e+12,4.542e+09,4.9216e+10,1.4939e+10,NA,1.4939e+10,6.8697e+10,6.055e+10,1.19196e+11,5.10188e+11,NA,NA,4.608e+09,NA,3.93609e+11,"BCS"
"4046","BCSF",0.925976223970813,2.67279648498163,7.432611,15.8,17.0328349516668,"Bain Capital Specialty Finance,",1018276608,2.122,64562300,"2021-09-30",35106000,39210000,141129000,2356671000,NA,NA,NA,864000,NA,2498664000,21951000,NA,NA,52802000,1398985000,65000,-66839000,NA,1166453000,NA,1099679000,1099679000,66437000,9073000,864000,NA,NA,NA,1346183000,"BCSF"
"4047","BDC",-4.39859521498175,2.03717544386731,23.905546,63.84,-14.5000835217212,"Belden Inc",2863626240,2.668,44898500,"2021-10-03",457753000,421703000,1267993000,NA,394878000,1283364000,307186000,81764000,29057000,3335185000,24288000,227291000,6253000,622427000,2389414000,503000,557764000,-449117000,830368000,-131265000,939518000,-651032000,76449000,321253000,NA,NA,NA,312088000,1492642000,"BDC"
"4048","BDJ",0.986141435075178,0.510827424642152,3.5395188,10.34,10.4447495494266,"Blackrock Enhanced Equity Divid",1915831040,2.91,186003008,"2021-06-30",214318,9661555,10779607,1953077475,NA,NA,NA,NA,NA,1963857082,14684995,NA,NA,21102248,21102248,1309268867,633485967,NA,NA,NA,1942754834,1942754834,903734,3347641,NA,NA,NA,NA,NA,"BDJ"
"4049","BDN",1.45465842410764,1.31490027282442,97.80822,14.37,9.81673737479985,"Brandywine Realty Trust",2443679232,0.146,171126000,"2021-09-30",42484000,177209000,220255000,449658000,2766022000,NA,34514000,359308000,NA,3829757000,35892000,79401000,11064000,167507000,2104280000,1712000,NA,-1432508000,3145209000,-1432508000,1714413000,1679899000,562000,131615000,81632000,NA,NA,NA,1834461000,"BDN"
"4050","BDX",-5.71554057898378,1.33383640205252,38.08029,260.15,-45.638726910993,"Becton, Dickinson and Company",74353467392,6.85,285043008,"2021-09-30",2.283e+09,2.497e+09,8.838e+09,NA,6.839e+09,2.3901e+10,1.2783e+10,1.505e+09,1.343e+09,5.3866e+10,1.76e+08,6.109e+09,NA,6.626e+09,3.0189e+10,3.65e+08,1.3826e+10,-9.788e+09,1.9272e+10,-2.065e+09,2.3675e+10,-1.3009e+10,1.08e+08,1.793e+09,NA,5e+08,1.2e+07,2.866e+09,1.711e+10,"BDX"
"4051","BDXB",NA,1.33383640205252,7.891971,54.13,NA,"Becton, Dickinson and Company D",NA,6.85,NA,"2021-09-30",2.283e+09,2.497e+09,8.838e+09,NA,6.839e+09,2.3901e+10,1.2783e+10,1.505e+09,1.343e+09,5.3866e+10,1.76e+08,6.109e+09,NA,6.626e+09,3.0189e+10,3.65e+08,1.3826e+10,-9.788e+09,1.9272e+10,-2.065e+09,2.3675e+10,-1.3009e+10,1.08e+08,1.793e+09,NA,5e+08,1.2e+07,2.866e+09,1.711e+10,"BDXB"
"4052","BE",-67.7252290355747,1.70245103697718,NA,19.04,-0.329179369032668,"Bloom Energy Corporation",3293477888,-0.926,147731008,"2021-09-30",121861000,100688000,530940000,NA,685569000,1719000,NA,213498000,NA,1431726000,127757000,92477000,47286000,311868000,1431351000,18000,-3229752000,-278000,3183101000,-278000,-46911000,-48630000,99074000,101908000,9957000,25669000,NA,182555000,848547000,"BE"
"4053","BEDU",1.14008890172263,0.914926041088339,NA,1.09,0.929751996778307,"Bright Scholar Education Holdin",126343512,-0.07,119192000,"2021-08-31",844684000,2166795000,3688087000,75443000,2293225000,1950186000,485822000,139737000,64096000,8632500000,1010244000,41319000,260049000,4031022000,5825624000,8000,651475000,168324000,1727020000,168324000,2546827000,110819000,669029000,73411000,NA,NA,NA,7579000,616000,"BEDU"
"4054","BEKE",0.392338996260385,2.39212708956253,136.66666,21.74,54.3407630690271,"KE Holdings Inc",25389987840,0.156,1190899968,"2021-09-30",21780230000,13761541000,70311349000,17650777000,9761885000,2107777000,1280315000,1028971000,NA,102141074000,7858560000,19780000,53148000,29392815000,33985421000,489000,-8429277000,-2121041000,78652334000,-2121041000,68102505000,64714413000,11425536000,5309823000,NA,3.97e+08,23344042000,NA,NA,"BEKE"
"4055","BEN",8.61288268158599,3.52751912697942,9.868347,35.32,4.09038446230996,"Franklin Resources, Inc.",17703780352,3.57,502520000,"2021-09-30",4357800000,1428200000,11895500000,1510300000,1218400000,4457700000,4710200000,376300000,131900000,24168400000,1324500000,4264100000,1520200000,3372200000,11424800000,50200000,11550800000,-377600000,NA,-377600000,11223400000,2055500000,6109500000,479300000,NA,NA,NA,NA,3399400000,"BEN"
"4056","BEP",1.40302754242653,0.73755513547574,NA,34.03,24.1263968074701,"Brookfield Renewable Partners L",9309087744,-0.775,275009984,"2021-09-30",5.37e+08,8.36e+08,2.341e+09,1.293e+09,4.4031e+10,9.77e+08,2.22e+08,1.023e+09,2.2e+08,4.9887e+10,6.01e+08,8.008e+09,1.1552e+10,3.174e+09,2.962e+10,2.9e+09,NA,4.934e+09,NA,4.934e+09,7.834e+09,6.635e+09,7.57e+08,1.78e+08,NA,1.352e+09,6e+07,4.4e+07,1.8438e+10,"BEP"
"4057","BEPC",13.1648430442478,0.261181667586969,NA,34.67,2.62479384915565,"Brookfield Renewable Corporatio",5950509056,-1.935,172204000,"2021-09-30",4.13e+08,1.239e+09,2.365e+09,4.02e+08,3.366e+10,8.77e+08,2.22e+08,2.36e+08,1.08e+08,3.7762e+10,6.764e+09,5.847e+09,9.355e+09,9.055e+09,2.6856e+10,-4.964e+09,NA,6.515e+09,NA,6.515e+09,1.551e+09,4.52e+08,6.16e+08,9.21e+08,NA,1.101e+09,NA,2e+07,1.1954e+10,"BEPC"
"4058","BERY",-2.32910797931359,1.59887005649718,13.8339615,73.5,-31.4798644308612,"Berry Global Group, Inc.",9908025344,5.3,135134000,"2021-10-02",1.091e+09,1.879e+09,5.094e+09,NA,5.239e+09,5.192e+09,2.242e+09,1.15e+08,6.6e+07,1.7882e+10,5.71e+08,1.157e+09,NA,3.186e+09,1.4702e+10,1e+06,2.341e+09,-2.96e+08,1.134e+09,-2.96e+08,3.18e+09,-4.254e+09,NA,2.041e+09,NA,7e+06,NA,1.907e+09,9.855e+09,"BERY"
